geoid,name,B08134001,"B08134001, Error",B08134002,"B08134002, Error",B08134003,"B08134003, Error",B08134004,"B08134004, Error",B08134005,"B08134005, Error",B08134006,"B08134006, Error",B08134007,"B08134007, Error",B08134008,"B08134008, Error",B08134009,"B08134009, Error",B08134010,"B08134010, Error",B08134011,"B08134011, Error",B08134012,"B08134012, Error",B08134013,"B08134013, Error",B08134014,"B08134014, Error",B08134015,"B08134015, Error",B08134016,"B08134016, Error",B08134017,"B08134017, Error",B08134018,"B08134018, Error",B08134019,"B08134019, Error",B08134020,"B08134020, Error",B08134021,"B08134021, Error",B08134022,"B08134022, Error",B08134023,"B08134023, Error",B08134024,"B08134024, Error",B08134025,"B08134025, Error",B08134026,"B08134026, Error",B08134027,"B08134027, Error",B08134028,"B08134028, Error",B08134029,"B08134029, Error",B08134030,"B08134030, Error",B08134031,"B08134031, Error",B08134032,"B08134032, Error",B08134033,"B08134033, Error",B08134034,"B08134034, Error",B08134035,"B08134035, Error",B08134036,"B08134036, Error",B08134037,"B08134037, Error",B08134038,"B08134038, Error",B08134039,"B08134039, Error",B08134040,"B08134040, Error",B08134041,"B08134041, Error",B08134042,"B08134042, Error",B08134043,"B08134043, Error",B08134044,"B08134044, Error",B08134045,"B08134045, Error",B08134046,"B08134046, Error",B08134047,"B08134047, Error",B08134048,"B08134048, Error",B08134049,"B08134049, Error",B08134050,"B08134050, Error",B08134051,"B08134051, Error",B08134052,"B08134052, Error",B08134053,"B08134053, Error",B08134054,"B08134054, Error",B08134055,"B08134055, Error",B08134056,"B08134056, Error",B08134057,"B08134057, Error",B08134058,"B08134058, Error",B08134059,"B08134059, Error",B08134060,"B08134060, Error",B08134061,"B08134061, Error",B08134062,"B08134062, Error",B08134063,"B08134063, Error",B08134064,"B08134064, Error",B08134065,"B08134065, Error",B08134066,"B08134066, Error",B08134067,"B08134067, Error",B08134068,"B08134068, Error",B08134069,"B08134069, Error",B08134070,"B08134070, Error",B08134071,"B08134071, Error",B08134072,"B08134072, Error",B08134073,"B08134073, Error",B08134074,"B08134074, Error",B08134075,"B08134075, Error",B08134076,"B08134076, Error",B08134077,"B08134077, Error",B08134078,"B08134078, Error",B08134079,"B08134079, Error",B08134080,"B08134080, Error",B08134081,"B08134081, Error",B08134082,"B08134082, Error",B08134083,"B08134083, Error",B08134084,"B08134084, Error",B08134085,"B08134085, Error",B08134086,"B08134086, Error",B08134087,"B08134087, Error",B08134088,"B08134088, Error",B08134089,"B08134089, Error",B08134090,"B08134090, Error",B08134091,"B08134091, Error",B08134092,"B08134092, Error",B08134093,"B08134093, Error",B08134094,"B08134094, Error",B08134095,"B08134095, Error",B08134096,"B08134096, Error",B08134097,"B08134097, Error",B08134098,"B08134098, Error",B08134099,"B08134099, Error",B08134100,"B08134100, Error",B08134101,"B08134101, Error",B08134102,"B08134102, Error",B08134103,"B08134103, Error",B08134104,"B08134104, Error",B08134105,"B08134105, Error",B08134106,"B08134106, Error",B08134107,"B08134107, Error",B08134108,"B08134108, Error",B08134109,"B08134109, Error",B08134110,"B08134110, Error",B08134111,"B08134111, Error",B08134112,"B08134112, Error",B08134113,"B08134113, Error",B08134114,"B08134114, Error",B08134115,"B08134115, Error",B08134116,"B08134116, Error",B08134117,"B08134117, Error",B08134118,"B08134118, Error",B08134119,"B08134119, Error",B08134120,"B08134120, Error"
14000US06073009804,"Census Tract 98.04, San Diego, CA",2188,206,161,90,258,95,353,99,439,124,279,105,299,138,245,98,107,55,47,37,2081,202,143,88,249,94,353,99,386,110,271,103,299,138,226,92,107,55,47,37,1928,175,143,88,208,81,334,97,346,101,271,103,291,138,211,86,90,56,34,32,153,78,0,12,41,37,19,22,40,43,0,12,8,14,15,19,17,18,13,16,147,76,0,12,41,37,19,22,34,41,0,12,8,14,15,19,17,18,13,16,6,10,0,12,0,12,0,12,6,10,0,12,0,12,0,12,0,12,0,12,19,28,0,12,0,12,0,12,19,28,0,12,0,12,0,12,0,12,0,12,19,28,0,12,0,12,0,12,19,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,44,13,21,0,12,0,12,14,22,8,13,0,12,0,12,0,12,0,12,53,44,5,8,9,14,0,12,20,29,0,12,0,12,19,28,0,12,0,12
14000US06073009805,"Census Tract 98.05, San Diego, CA",2308,185,232,111,236,136,262,93,504,130,245,99,431,142,101,48,119,58,178,87,2275,188,232,111,236,136,262,93,504,130,245,99,431,142,101,48,119,58,145,81,1996,218,152,85,170,80,237,80,467,132,236,99,387,137,101,48,107,54,139,75,279,143,80,78,66,103,25,40,37,43,9,14,44,36,0,12,12,19,6,10,200,139,74,77,66,103,25,40,0,12,9,14,20,24,0,12,0,12,6,10,79,56,6,11,0,12,0,12,37,43,0,12,24,27,0,12,12,19,0,12,23,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,34,23,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15
14000US06073009901,"Census Tract 99.01, San Diego, CA",569,161,217,133,87,59,102,65,44,40,31,29,40,39,18,34,10,20,20,30,326,106,39,57,50,36,80,67,44,40,31,29,34,37,18,34,10,20,20,30,260,102,26,55,34,33,51,57,36,36,31,29,34,37,18,34,10,20,20,30,66,56,13,14,16,29,29,43,8,16,0,12,0,12,0,12,0,12,0,12,41,41,13,14,4,11,16,33,8,16,0,12,0,12,0,12,0,12,0,12,25,38,0,12,12,27,13,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,224,149,178,110,37,47,9,19,0,12,0,12,0,12,0,12,0,12,0,12,19,35,0,12,0,12,13,28,0,12,0,12,6,12,0,12,0,12,0,12
14000US06073009902,"Census Tract 99.02, San Diego, CA",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US06073010001,"Census Tract 100.01, San Diego, CA",1464,168,26,26,156,74,197,91,193,97,118,56,319,141,78,63,199,83,178,80,1327,166,26,26,156,74,176,90,193,97,118,56,311,141,63,57,166,86,118,65,1170,161,26,26,115,56,169,90,193,97,89,42,302,140,63,57,105,67,108,63,157,74,0,12,41,48,7,13,0,12,29,30,9,13,0,12,61,59,10,17,148,71,0,12,41,48,7,13,0,12,29,30,9,13,0,12,52,57,10,17,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,93,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,30,60,51,73,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,60,51,20,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,31,0,12,0,12,12,19,0,12,0,12,0,12,15,24,0,12,0,12,17,20,0,12,0,12,9,15,0,12,0,12,8,12,0,12,0,12,0,12
14000US06073010003,"Census Tract 100.03, San Diego, CA",2421,323,58,45,488,141,618,156,443,154,285,176,179,78,32,32,142,75,176,93,2273,311,51,42,471,138,586,161,429,158,285,176,179,78,32,32,102,58,138,87,2079,292,51,42,444,140,496,143,420,157,279,174,160,74,24,30,92,51,113,90,194,97,0,17,27,32,90,73,9,14,6,9,19,22,8,12,10,19,25,23,157,79,0,17,27,32,61,54,9,14,6,9,19,22,8,12,10,19,17,18,37,52,0,17,0,17,29,48,0,17,0,17,0,17,0,17,0,17,8,14,116,89,0,17,17,27,32,52,0,17,0,17,0,17,0,17,40,38,27,33,116,89,0,17,17,27,32,52,0,17,0,17,0,17,0,17,40,38,27,33,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,32,30,7,11,0,17,0,17,14,23,0,17,0,17,0,17,0,17,11,16
14000US06073010004,"Census Tract 100.04, San Diego, CA",1633,272,98,69,290,113,222,104,220,89,138,68,347,116,24,30,127,62,167,89,1471,243,98,69,263,96,215,104,204,80,138,68,347,116,24,30,104,57,78,53,1340,244,88,67,263,96,197,95,188,77,126,60,308,110,24,30,104,57,42,34,131,86,10,18,0,12,18,31,16,20,12,20,39,41,0,12,0,12,36,42,54,66,0,12,0,12,18,31,9,15,0,12,27,37,0,12,0,12,0,12,77,57,10,18,0,12,0,12,7,12,12,20,12,19,0,12,0,12,36,42,119,82,0,12,0,12,7,11,0,12,0,12,0,12,0,12,23,20,89,78,77,53,0,12,0,12,7,11,0,12,0,12,0,12,0,12,23,20,47,47,42,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,40,0,12,27,35,0,12,16,21,0,12,0,12,0,12,0,12,0,12
14000US06073010005,"Census Tract 100.05, San Diego, CA",2648,374,151,79,300,120,492,174,304,118,133,78,438,168,222,124,252,95,356,122,2283,347,141,78,289,118,458,166,304,118,98,58,397,168,168,105,187,79,241,89,1951,325,106,62,289,118,386,141,276,116,98,58,335,160,128,90,145,67,188,85,332,126,35,38,0,17,72,77,28,32,0,17,62,61,40,49,42,40,53,48,235,119,26,35,0,17,72,77,18,29,0,17,53,60,31,46,35,39,0,17,97,66,9,18,0,17,0,17,10,15,0,17,9,14,9,15,7,10,53,48,273,106,0,17,11,17,34,40,0,17,35,53,41,34,0,17,65,46,87,72,259,111,0,17,11,17,34,40,0,17,35,53,41,34,0,17,65,46,73,74,14,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,38,47,10,15,0,17,0,17,0,17,0,17,0,17,0,17,0,17,28,44,54,55,0,17,0,17,0,17,0,17,0,17,0,17,54,55,0,17,0,17
14000US06073010009,"Census Tract 100.09, San Diego, CA",2734,291,264,126,344,111,385,145,575,185,138,72,392,193,263,116,192,94,181,115,2228,313,71,60,255,102,367,145,575,185,129,68,374,191,213,105,192,94,52,39,2045,293,71,60,255,102,347,142,470,166,120,67,374,191,177,98,179,91,52,39,183,117,0,17,0,17,20,32,105,107,9,14,0,17,36,37,13,22,0,17,166,102,0,17,0,17,20,32,95,100,9,14,0,17,29,34,13,22,0,17,17,35,0,17,0,17,0,17,10,20,0,17,0,17,7,15,0,17,0,17,160,100,0,17,0,17,0,17,0,17,9,16,0,17,50,41,0,17,101,86,160,100,0,17,0,17,0,17,0,17,9,16,0,17,50,41,0,17,101,86,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,282,121,193,117,63,48,18,27,0,17,0,17,8,13,0,17,0,17,0,17,64,58,0,17,26,39,0,17,0,17,0,17,10,16,0,17,0,17,28,38
14000US06073010010,"Census Tract 100.10, San Diego, CA",2183,220,141,75,263,104,361,118,411,131,123,73,467,124,103,57,200,86,114,86,2025,199,122,72,256,103,355,118,411,131,123,73,467,124,71,40,181,82,39,35,1701,191,89,52,174,73,346,117,332,114,117,72,384,103,50,34,170,80,39,35,324,111,33,34,82,71,9,13,79,56,6,10,83,73,21,20,11,16,0,17,273,99,33,34,74,70,9,13,73,55,6,10,50,48,17,19,11,16,0,17,51,45,0,17,8,12,0,17,6,10,0,17,33,39,4,8,0,17,0,17,123,75,0,17,0,17,6,9,0,17,0,17,0,17,23,37,19,19,75,60,93,59,0,17,0,17,6,9,0,17,0,17,0,17,23,37,12,15,52,38,30,39,0,17,0,17,0,17,0,17,0,17,0,17,0,17,7,11,23,37,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,26,31,19,29,7,10,0,17,0,17,0,17,0,17,0,17,0,17,0,17,9,14,0,17,0,17,0,17,0,17,0,17,0,17,9,14,0,17,0,17
14000US06073010011,"Census Tract 100.11, San Diego, CA",1770,190,107,49,256,108,223,81,236,63,140,78,347,161,123,60,192,65,146,60,1636,183,107,49,231,93,210,78,236,63,140,78,324,160,117,58,183,66,88,47,1400,169,102,47,163,72,169,67,236,63,135,76,224,88,117,58,173,64,81,45,236,106,5,8,68,48,41,30,0,12,5,10,100,109,0,12,10,12,7,10,135,69,0,12,60,46,41,30,0,12,5,10,12,19,0,12,10,12,7,10,101,109,5,8,8,12,0,12,0,12,0,12,88,109,0,12,0,12,0,12,106,49,0,12,5,8,5,8,0,12,0,12,23,30,6,10,9,14,58,37,106,49,0,12,5,8,5,8,0,12,0,12,23,30,6,10,9,14,58,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,32,0,12,20,30,8,13,0,12,0,12,0,12,0,12,0,12,0,12
14000US06073010012,"Census Tract 100.12, San Diego, CA",1894,217,115,72,131,65,302,126,453,148,141,89,322,117,153,76,110,69,167,115,1544,251,61,53,100,62,289,124,403,145,141,89,322,117,118,67,77,56,33,32,1224,208,40,40,91,60,246,105,358,128,100,79,237,92,82,57,61,51,9,20,320,127,21,34,9,14,43,52,45,44,41,41,85,67,36,42,16,27,24,26,261,114,21,34,9,14,43,52,36,43,34,39,66,57,36,42,16,27,0,17,59,39,0,17,0,17,0,17,9,14,7,12,19,31,0,17,0,17,24,26,234,147,0,17,31,50,0,17,36,45,0,17,0,17,0,17,33,40,134,110,226,145,0,17,31,50,0,17,28,43,0,17,0,17,0,17,33,40,134,110,8,14,0,17,0,17,0,17,8,14,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,102,64,54,46,0,17,13,21,0,17,0,17,0,17,35,39,0,17,0,17,14,17,0,17,0,17,0,17,14,17,0,17,0,17,0,17,0,17,0,17
14000US06073010013,"Census Tract 100.13, San Diego, CA",1871,255,149,81,235,102,367,108,348,110,94,87,169,75,53,39,114,77,342,146,1337,207,88,60,179,89,253,88,315,113,94,87,132,68,53,39,68,64,155,113,1146,205,88,60,179,89,180,69,261,90,94,87,106,66,22,26,68,64,148,115,191,102,0,17,0,17,73,55,54,70,0,17,26,23,31,29,0,17,7,11,165,97,0,17,0,17,59,50,54,70,0,17,26,23,19,21,0,17,7,11,26,32,0,17,0,17,14,22,0,17,0,17,0,17,12,20,0,17,0,17,316,109,26,26,27,27,13,20,0,17,0,17,37,42,0,17,46,45,167,89,278,106,26,26,27,27,13,20,0,17,0,17,37,42,0,17,35,41,140,90,38,36,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,18,27,31,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,164,82,35,52,19,31,67,56,33,37,0,17,0,17,0,17,0,17,10,15,54,41,0,17,10,14,34,36,0,17,0,17,0,17,0,17,0,17,10,15
14000US06073010014,"Census Tract 100.14, San Diego, CA",7782,569,370,215,942,292,1187,244,1397,369,631,223,1527,353,704,212,542,144,482,181,7514,557,359,214,926,292,1110,241,1353,341,631,223,1526,353,675,206,542,144,392,169,6639,458,239,124,909,290,971,226,1183,304,574,213,1379,342,612,212,471,118,301,148,875,327,120,141,17,27,139,119,170,98,57,73,147,109,63,49,71,70,91,75,657,265,120,141,17,27,90,89,117,73,0,22,147,109,37,39,71,70,58,65,218,148,0,22,0,22,49,76,53,61,57,73,0,22,26,30,0,22,33,39,105,77,0,22,0,22,0,22,0,22,0,22,1,2,29,34,0,22,75,62,105,77,0,22,0,22,0,22,0,22,0,22,1,2,29,34,0,22,75,62,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,11,19,11,19,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,152,123,0,22,16,25,77,95,44,60,0,22,0,22,0,22,0,22,15,24
14000US06073010015,"Census Tract 100.15, San Diego, CA",1299,133,118,52,174,64,152,53,195,70,56,29,330,77,75,40,76,44,123,42,1220,134,106,51,166,60,152,53,188,70,56,29,307,76,62,34,76,44,107,37,1160,132,97,50,152,57,144,51,182,69,49,28,302,76,51,29,76,44,107,37,60,32,9,14,14,18,8,11,6,11,7,10,5,7,11,17,0,12,0,12,35,23,0,12,4,8,8,11,0,12,7,10,5,7,11,17,0,12,0,12,25,25,9,14,10,16,0,12,6,11,0,12,0,12,0,12,0,12,0,12,35,31,0,12,8,13,0,12,0,12,0,12,11,17,0,12,0,12,16,15,35,31,0,12,8,13,0,12,0,12,0,12,11,17,0,12,0,12,16,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,39,12,19,0,12,0,12,7,11,0,12,12,12,13,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US06073010103,"Census Tract 101.03, San Diego, CA",2574,269,222,96,332,148,369,140,275,113,101,65,464,131,204,96,257,105,350,135,2281,269,205,94,332,148,341,144,252,116,101,65,422,122,204,96,234,102,190,94,1872,302,183,90,322,147,277,132,209,114,33,26,359,125,178,92,172,92,139,71,409,152,22,23,10,16,64,49,43,34,68,61,63,45,26,23,62,53,51,65,307,125,22,23,0,17,64,49,29,26,55,55,63,45,18,20,56,53,0,17,102,78,0,17,10,16,0,17,14,22,13,21,0,17,8,12,6,10,51,65,237,123,0,17,0,17,19,30,23,35,0,17,12,19,0,17,23,33,160,101,225,123,0,17,0,17,19,30,23,35,0,17,0,17,0,17,23,33,160,101,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,19,0,17,0,17,0,17,0,17,0,17,12,19,0,17,0,17,0,17,34,46,17,27,0,17,0,17,0,17,0,17,17,28,0,17,0,17,0,17,22,19,0,17,0,17,9,14,0,17,0,17,13,21,0,17,0,17,0,17
14000US06073010104,"Census Tract 101.04, San Diego, CA",1663,338,93,59,227,116,270,136,300,148,91,52,324,112,155,87,92,54,111,80,1538,310,74,48,215,113,270,136,300,148,91,52,293,103,122,67,92,54,81,65,1296,244,74,48,169,104,259,134,276,126,85,46,231,101,90,63,69,49,43,33,242,149,0,12,46,70,11,18,24,33,6,12,62,45,32,32,23,24,38,52,229,150,0,12,46,70,11,18,24,33,6,12,49,42,32,32,23,24,38,52,13,16,0,12,0,12,0,12,0,12,0,12,13,16,0,12,0,12,0,12,94,76,0,12,0,12,0,12,0,12,0,12,31,46,33,45,0,12,30,43,94,76,0,12,0,12,0,12,0,12,0,12,31,46,33,45,0,12,30,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,32,19,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,0,12,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US06073010106,"Census Tract 101.06, San Diego, CA",2451,269,181,125,429,183,326,117,409,158,188,95,399,111,212,87,181,80,126,83,2185,259,174,123,397,167,317,117,359,149,171,90,355,108,212,87,137,79,63,54,1974,268,174,123,364,166,295,116,333,144,171,90,296,95,179,81,99,65,63,54,211,114,0,17,33,34,22,26,26,31,0,17,59,49,33,38,38,44,0,17,177,104,0,17,30,33,11,19,16,26,0,17,59,49,23,34,38,44,0,17,34,38,0,17,3,6,11,18,10,16,0,17,0,17,10,16,0,17,0,17,199,96,0,17,0,17,9,15,32,29,17,25,44,38,0,17,34,34,63,54,187,90,0,17,0,17,9,15,32,29,17,25,44,38,0,17,34,34,51,49,12,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,21,22,7,11,14,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,46,34,0,17,18,28,0,17,18,30,0,17,0,17,0,17,10,16,0,17
14000US06073010107,"Census Tract 101.07, San Diego, CA",2786,376,283,170,407,226,390,129,496,170,180,84,528,156,227,93,164,78,111,56,2607,360,277,170,402,225,382,130,496,170,163,85,513,154,192,88,114,62,68,44,2168,313,262,169,292,131,299,110,469,164,132,69,413,145,147,72,86,56,68,44,439,167,15,18,110,111,83,60,27,32,31,47,100,69,45,46,28,26,0,17,419,167,15,18,110,111,83,60,27,32,31,47,100,69,25,31,28,26,0,17,20,33,0,17,0,17,0,17,0,17,0,17,0,17,20,33,0,17,0,17,122,60,0,17,5,8,0,17,0,17,17,24,15,17,35,33,7,12,43,37,106,59,0,17,5,8,0,17,0,17,8,20,15,17,35,33,0,17,43,37,16,18,0,17,0,17,0,17,0,17,9,15,0,17,0,17,7,12,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,17,6,10,0,17,8,14,0,17,0,17,0,17,0,17,0,17,0,17,43,54,0,17,0,17,0,17,0,17,0,17,0,17,0,17,43,54,0,17
14000US06073010109,"Census Tract 101.09, San Diego, CA",2036,294,106,73,226,105,279,101,221,74,138,62,354,133,299,133,184,87,229,183,1935,291,106,73,226,105,279,101,221,74,138,62,329,129,258,137,161,82,217,185,1583,243,71,49,226,105,213,83,199,72,98,48,305,124,224,134,137,76,110,91,352,172,35,55,0,17,66,59,22,27,40,34,24,28,34,41,24,31,107,101,235,139,35,55,0,17,56,58,22,27,30,29,24,28,0,17,15,26,53,75,117,95,0,17,0,17,10,16,0,17,10,18,0,17,34,41,9,15,54,60,86,62,0,17,0,17,0,17,0,17,0,17,25,31,26,42,23,28,12,21,77,59,0,17,0,17,0,17,0,17,0,17,25,31,26,42,14,22,12,21,9,15,0,17,0,17,0,17,0,17,0,17,0,17,0,17,9,15,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,26,0,17,0,17,0,17,0,17,0,17,0,17,15,26,0,17,0,17
14000US06073010110,"Census Tract 101.10, San Diego, CA",3058,419,342,223,365,159,629,229,479,161,152,155,386,142,118,73,328,193,259,129,2908,352,342,223,331,150,629,229,473,163,152,155,386,142,104,72,232,157,259,129,2614,307,267,190,305,147,522,214,457,159,145,154,370,145,104,72,213,154,231,121,294,153,75,93,26,30,107,87,16,28,7,13,16,32,0,17,19,30,28,47,250,148,75,93,26,30,107,87,0,17,7,13,16,32,0,17,19,30,0,17,44,53,0,17,0,17,0,17,16,28,0,17,0,17,0,17,0,17,28,47,141,125,0,17,25,38,0,17,6,15,0,17,0,17,14,22,96,89,0,17,141,125,0,17,25,38,0,17,6,15,0,17,0,17,14,22,96,89,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,9,16,0,17,9,16,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
14000US06073010111,"Census Tract 101.11, San Diego, CA",1118,189,109,82,158,114,89,56,158,65,108,51,189,77,120,56,55,42,132,64,933,193,104,81,158,114,68,48,114,46,108,51,165,67,111,51,41,37,64,47,776,189,102,80,141,108,29,31,109,46,67,46,137,62,98,50,34,35,59,47,157,72,2,6,17,24,39,33,5,9,41,34,28,24,13,14,7,11,5,7,95,55,2,6,17,24,30,30,0,12,9,12,24,23,13,14,0,12,0,12,62,40,0,12,0,12,9,14,5,9,32,31,4,7,0,12,7,11,5,7,139,65,0,12,0,12,0,12,38,48,0,12,24,26,9,13,0,12,68,45,136,65,0,12,0,12,0,12,35,48,0,12,24,26,9,13,0,12,68,45,3,7,0,12,0,12,0,12,3,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,4,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,30,3,6,0,12,21,22,6,10,0,12,0,12,0,12,14,16,0,12
14000US06073010112,"Census Tract 101.12, San Diego, CA",1852,231,139,87,259,132,279,133,380,94,113,72,300,103,168,73,75,50,139,65,1657,202,131,85,251,134,251,119,340,96,88,68,296,100,158,71,65,49,77,49,1478,224,131,85,233,130,208,108,321,91,45,36,287,98,133,64,54,47,66,45,179,95,0,12,18,20,43,53,19,23,43,59,9,16,25,27,11,16,11,19,154,90,0,12,18,20,43,53,19,23,43,59,9,16,11,16,0,12,11,19,25,27,0,12,0,12,0,12,0,12,0,12,0,12,14,22,11,16,0,12,151,102,0,12,0,12,0,12,40,47,25,28,4,14,10,15,10,15,62,48,151,102,0,12,0,12,0,12,40,47,25,28,4,14,10,15,10,15,62,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,46,0,12,0,12,28,46,0,12,0,12,0,12,0,12,0,12,0,12,16,37,8,19,8,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US06073010502,"Census Tract 105.02, San Diego, CA",2664,343,155,86,341,163,503,198,530,167,162,84,499,160,191,114,151,67,132,88,2387,337,105,73,308,156,420,184,530,167,162,84,480,154,169,96,122,57,91,74,1914,304,88,70,170,98,358,174,385,139,154,83,435,147,148,90,93,55,83,73,473,160,17,21,138,112,62,54,145,84,8,13,45,46,21,35,29,24,8,12,441,159,5,8,129,111,62,54,134,84,8,13,45,46,21,35,29,24,8,12,32,29,12,19,9,14,0,17,11,17,0,17,0,17,0,17,0,17,0,17,70,56,0,17,0,17,0,17,0,17,0,17,0,17,0,17,29,34,41,46,70,56,0,17,0,17,0,17,0,17,0,17,0,17,0,17,29,34,41,46,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,88,63,24,32,0,17,45,45,0,17,0,17,19,30,0,17,0,17,0,17,119,81,26,40,33,33,38,47,0,17,0,17,0,17,22,37,0,17,0,17
